Judul,Industri,Tipe,Kategori,Tanggal_Post,Berlaku_Hingga,Perusahaan,Website_Perusahaan,Logo_Perusahaan,Alamat,Kota,Provinsi,Negara,Latitude,Longitude,Gaji_Min,Gaji_Max,Gaji_Currency,Gaji_Unit,Skills,Pengalaman_Bulan,Pendidikan,Deskripsi,Tentang_Perusahaan,Benefit,Apply_Langsung,Link,cleaned_text
Golang Developer,Information Technology and Services,CONTRACTOR,Backend Developer,2026-03-31T07:10:53.693Z,2026-05-01,PT Sigma Global Teknologi,https://www.sigma-tech.co.id,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3aba5816b8ecfbb79a395592af581035.png,"Sona Topas Tower Lt. 12, Jl. Jend. Sudirman, RT.4/RW.2, Kuningan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920",Jakarta Selatan,DKI Jakarta,ID,-6.21944,106.82917,10000000.0,11000000.0,IDR,MONTH,"Go / Golang, MySQL, JavaScript",12.0,bachelor degree,"Design and write with the cutting edge Go language to improve the availability, scalability, latency, and efficiency of Digibank’s range of services. 
 Work with the engineering team to explore and create new design / architectures geared towards scale and performance. 
 Participate in code and design reviews to maintain our high development standards. 
 Engage in service capacity and demand planning, software performance analysis, tuning and optimization. 
 Collaborate with product and experience teams to define and prototype feature specifications. 
 Work closely with the infrastructure team in building and scaling back-end services as well as performing root cause analysis investigations. 
 Design, build, analyze and fix large-scale systems. 
 Learn full stack performance tuning and optimization. 
 Debug and modify complex production software.","SIGMATECH is the enterprise technology partner of choice for software development, delivering a broad range of web, mobile, and desktop controls coupled with a service-oriented approach throughout the entire application life cycle. 
 SIGMATECH consists of highly skilled developers specializing in agile development methodology, focusing on Mobile & Web Solution, IT Services and business enterprise, utilizing modern programming languages as our platform. SIGMATECH has established itself as the trusted partner for use in mission-critical applications and service clientele from global insurance companies, government agencies and large consumer product manufacturers. 
 Our Vision : 
 To be the most reputable and dependable growth solution partner both for IT Professional Talents and Client's Businesses worldwide 
 Our Mission : 
 To be the most reputable and dependable growth solution partner both for IT Professional Talents and Client's Businesses worldwide 
 To be the most reputable and dependable growth solution partner both for IT Professional Talents and Client's Businesses worldwide","bpjs tenaga kerja insurance and health, career growth, thr financial benefits, medical coverage, near public transport work environment and facilities, work station",True,https://glints.com/id/opportunities/jobs/golang-developer/d843e461-44b1-456f-b671-22c96b04bd1e,go golang mysql javascript
Golang Developer,Information Technology and Services,FULL_TIME,Backend Developer,2025-07-29T10:52:19.25Z,2026-05-10,Pt. Solusi Pembayaran Elektronik,https://spesolution.com,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/f40981997aca8d16f9a249e77ce7e779.png,"Jl. Greenlake City Boulevard Ruko Greatwall No 17-20, Cipondoh, Tangerang, Banten",Tangerang,Banten,ID,-6.1875,106.68222,7000000.0,8300000.0,IDR,MONTH,"RabbitMQ, Scrum, RDBMS, Gin, Go / Golang, Echo, CI/CD, MySQL, Gorm, Docker, Agile Methodologies",36.0,professional certificate,"Key Responsibilities 
 
 Collaborate with stakeholders (PM, PO, clients, designers, and developers) to translate project needs into technical specifications. 
 Design and develop software using Go and relevant frameworks. 
 Troubleshoot, debug, and maintain applications. 
 Deploy and maintain software to ensure smooth operations. 
 Contribute to technical documentation and reports. 
 Stay updated with the latest technology trends and advancements. 
 
 
 Requirements: 
 Must Have 
 
 Minimum D3/S1 degree in Information Technology (IT). 
 At least 3-4 years as a Golang Developer or 5 years as a Backend Developer. 
 Experience with Go frameworks (Fiber, Echo, and Gin). 
 Familiar with HMVC, OOP, and design patterns. 
 Experience with Web Services and RESTful APIs. 
 Strong knowledge of RDBMS (MySQL, PostgreSQL). 
 Experience with NoSQL databases (MongoDB, Click House, etc.). 
 Proficient in deployment using Docker. 
 Experience with Version Control systems like GitLab, GitHub, Bitbucket, etc. 
 Familiar with message brokers like RabbitMQ, LavinMQ, etc. and capable of creating Producer/Consumer. 
 
 Nice To Have 
 
 Familiar with Agile Scrum, CI/CD, Unit Testing 
 Capable of implementing Unit Testing. 
 Knowledgeable about ISO27001 and PCI DSS standards. 
 Understanding of payment systems, particularly Virtual Accounts. 
 Strong communication, problem-solving skills, and Self-learning ability","PT Solusi Pembayaran Elektronik  (SPE Solution) is a fintech solution company that scales rapidly at a high velocity. Consisting of young and promising talents called SPEcialteam, we are on a mission to not only deliver innovations in the fintech industry, but also develop our skills in a high-collaborative work environment. 
 Our team continuously collaborate and innovate to bring a major impact by modernizing how fintech works in the country. We have delivered solutions in various critical fintech needs, such as payment solution development and management, payment gateway, e-commerce, switching, chain management system, smart community, gamification, merchant management, and more. 
 Besides being registered with Ministry of Industry of the Republic of Indonesia, SPE Solution is also ISO 27001 and PCI DSS certified. We have also been collaborating closely with numerous influential companies such as BNI, Master Card, Visa, WhatsApp, Doku, BTN, Pertamina, and more.","medical coverage, well ness, career growth, remote work, travel, team building events, vacation and leaves, lifetime savings, professional development, work station",True,https://glints.com/id/opportunities/jobs/golang-developer/77c79df2-ec3c-4d90-813c-bf577434fd85,rabbitmq scrum rdbms gin go golang echo cicd mysql gorm docker agile methodologies
Golang Developer - Banking,Information Technology and Services,CONTRACTOR,Backend Developer,2026-03-31T07:08:02.872Z,2026-05-01,PT Sigma Global Teknologi,https://www.sigma-tech.co.id,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3aba5816b8ecfbb79a395592af581035.png,"Sona Topas Tower Lt. 12, Jl. Jend. Sudirman, RT.4/RW.2, Kuningan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920",Jakarta Selatan,DKI Jakarta,ID,-6.21944,106.82917,10000000.0,11000000.0,IDR,MONTH,"Gin, Go / Golang, PostgreSQL",36.0,bachelor degree,"Kualfikasi : 
 
 Lulusan S1 dari jurusan T. Informatika/sejenisnya 
 Memiliki pengalaman 3 tahun sebagai Backend Developer (Golang) 
 Diutamakan yang berasal dari industri perbankan 
 Kuat dalam concurrency (goroutine, channel, context, worker pool, race condition handling) 
 Memahami clean architecture / layered architecture (controller → service → repository → model) 
 Terbiasa menggunakan dependency injection (diutamakan: Google Wire / constructor-based DI) 
 Berpengalaman menggunakan Gin (atau framework sejenis) 
 Mengembangkan REST API dan/atau gRPC 
 Memahami API design best practices (idempotency, versioning, error handling) 
 Berpengalaman menggunakan PostgreSQL 
 Berpengalaman menggunakan Redis (atau sejenis) 
 Terbiasa bekerja dalam metodologi Agile / Scrum","SIGMATECH is the enterprise technology partner of choice for software development, delivering a broad range of web, mobile, and desktop controls coupled with a service-oriented approach throughout the entire application life cycle. 
 SIGMATECH consists of highly skilled developers specializing in agile development methodology, focusing on Mobile & Web Solution, IT Services and business enterprise, utilizing modern programming languages as our platform. SIGMATECH has established itself as the trusted partner for use in mission-critical applications and service clientele from global insurance companies, government agencies and large consumer product manufacturers. 
 Our Vision : 
 To be the most reputable and dependable growth solution partner both for IT Professional Talents and Client's Businesses worldwide 
 Our Mission : 
 To be the most reputable and dependable growth solution partner both for IT Professional Talents and Client's Businesses worldwide 
 To be the most reputable and dependable growth solution partner both for IT Professional Talents and Client's Businesses worldwide","bpjs tenaga kerja insurance and health, medical coverage, work station, travel, thr financial benefits",True,https://glints.com/id/opportunities/jobs/golang-developer---banking/f2ab2048-0f5f-4486-afbc-cfc0acdc0f7f,gin go golang postgresql
Java Developer,Information Technology and Services,CONTRACTOR,Backend Developer,2026-04-08T09:54:09.82Z,2026-05-09,SIMIAN Group,http://simian.co.id,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/6a7fd1caa5d025cf1c306abb3270d94e.jpeg,Wisma Geha 1-2nd Floor Jl. Timor No.25,Jakarta Pusat,DKI Jakarta,ID,-6.15417,106.83333,7500000.0,12000000.0,IDR,MONTH,"Spring Boot, Troubleshooting, PHP, Java, Laravel",36.0,bachelor degree,"Deskripsi Pekerjaan :  
 
 Merancang dan mengembangkan aplikasi perangkat lunak menggunakan bahasa pemrograman Java. 
 Mengimplementasikan fitur-fitur baru dan memperbaiki bug yang teridentifikasi untuk meningkatkan fungsionalitas dan kinerja aplikasi. 
 Mendefinisikan dan merancang kerangka kerja (framework) yang diperlukan untuk proyek-proyek pengembangan. 
 Memilih teknologi yang tepat dan merancang arsitektur sistem untuk memastikan skalabilitas dan efisiensi aplikasi. 
 Menghasilkan spesifikasi teknis yang terperinci berdasarkan analisis kebutuhan pengguna dan persyaratan bisnis. 
 Menyediakan panduan yang jelas kepada tim pengembangan untuk memastikan pemahaman yang konsisten tentang tujuan dan detail implementasi proyek. 
 Melakukan coding, debugging, dan pengujian aplikasi secara sistematis. 
 Berkolaborasi dengan anggota tim untuk memecahkan masalah teknis dan mengoptimalkan kode aplikasi. 
 Manajemen Waktu dan Pengiriman Proyek 
 
 Kualifikasi :  
 
 Lulusan Sarjana di bidang Teknologi Informasi, Informasi Sistem, atau setara  
 Minimal 2 tahun pengalaman kerja sebagai Java Developer 
 Lebih diutamakan memiliki pengalaman di Industri teknologi informasi (perangkat lunak), Perbankan, atau Industri Keuangan   
 Memiliki keahlian dalam bahasa pemrograman Java dan SQL  
 Memahami jQuery, Javascript, dan NoSQL  
 Mampu memimpin tim, analisis, pemecahan masalah, dan pemikiran konseptual 
 Memiliki keterampilan komunikasi dan kolaborasi yang baik.","We are a technology group of companies that delivers mission-critical enterprise solutions. With the purpose of empowering progress and unlocking possibilities for our stakeholders—our clients, operational governance, and employees—we aim to create a transformative, data-driven ecosystem that unlocks their full potential. We achieve this by harnessing our expertise in data management, wealth management, and custodian solutions to empower every decision and progress. Powered by our INOV8 culture, we utilize tailored, relevant, and reliable technologies and offer comprehensive services, including consultancy, training, and technology solutions across our areas of expertise. This enables our stakeholders to cultivate an ecosystem of sustainable growth and deliver exceptional value.","work station, bpjs tenaga kerja insurance and health",True,https://glints.com/id/opportunities/jobs/java-developer/5b14163c-f0e9-447b-ae7f-88d9149fa1de,spring boot troubleshooting php java laravel
Java Developer,Banking,CONTRACTOR,Backend Developer,2026-04-07T02:35:43.374Z,2026-05-08,PT. Nawa Data Solutions,https://nawadata.com,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3ebe0b9edaf7cf694ecd779d72af71df.jpg,"APL Tower, Grogol, West Jakarta",Jakarta Pusat,DKI Jakarta,ID,-6.17083,106.81806,7000000.0,10000000.0,IDR,MONTH,"Spring Boot, Microservices Architecture, Java",36.0,professional certificate,"Kualifikasi : 
 
 Paham dan menguasai bahasa pemrograman Java, springboot. 
 Memahami konsep micro services, devops, CI/CD, JBOS Fuse menjadi nilai plus. 
 Pernah mengerjakan aplikasi berbasis web atau services/API. 
 
 
 Deskripsi : 
 
 Mengembangkan dan memelihara aplikasi menggunakan Java, Spring Boot, dan framework terkait. 
 Merancang arsitektur aplikasi serta memastikan performa, keamanan, dan skalabilitas. 
 Membuat, memperbaiki, dan mengoptimalkan kode sesuai standar best practice. 
 Berkolaborasi dengan tim Business Analyst, QA, dan DevOps untuk memastikan pengembangan memenuhi kebutuhan pengguna. 
 Melakukan debugging, troubleshooting, dan perbaikan bug pada aplikasi yang berjalan. 
 Melakukan integrasi aplikasi dengan sistem eksternal melalui REST API atau teknologi lainnya.","NawaData was founded by a group of experienced professional in IT and Banking Industry. PT Nawa Data Solutions, the word ""Nawa"" taken from Sanskrit language, it means 9 (nine). 
 Trusted by: 
 Indonesia’s Top 10 Banks (based on Assets) 
 The Largest Bank in South East Asia 
 Indonesia’s Largest Automotive Financing Company 
 Other National and Multinational Companies","thr financial benefits, medical coverage, meal allowance financial benefits, travel, near public transport work environment and facilities, vacation and leaves, bpjs tenaga kerja insurance and health",True,https://glints.com/id/opportunities/jobs/java-developer/a212f3a0-3fbe-433f-8e67-5da4134c0abc,spring boot microservices architecture java
Backend Python,Information Technology and Services,FULL_TIME,Backend Developer,2026-04-06T03:44:18.002Z,2026-05-07,MSBU,https://www.msbu.co.id,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0af20003e1180b1f217ea0ea4772ecb9.png,"Gedung Bursa Efek Tower 1 3F, Unit 304, SCBD - South Jakarta 12190",Jakarta Selatan,DKI Jakarta,ID,-6.24861,106.77778,9000000.0,10000000.0,IDR,MONTH,"PHP, MySQL, Python, Microsoft SQL Server, PostgreSQL",36.0,bachelor degree,"MSBU, established in 2019, has carved out a niche as a leading provider of on-demand IT staffing and recruitment services. Our commitment to excellence is underscored by our strict Service Level Agreements (SLAs), our focus on 'Client & Candidate Success,' and our innovative recruitment model built around a robust Crowdsourcing Ecosystem. This ecosystem connects over 250 tech recruiters, enabling us to deliver high-quality IT professionals for both startups and enterprises. With expertise spanning Software, Mobile, Data, Infrastructure, Cybersecurity, Product, and UX, we ensure a consultative approach that satisfies our clients and candidates alike. Proudly, we are the creators of the Freelance Tech Recruiter Community (FRC), a platform that fosters collaboration and professional growth among tech recruiters. 
 
 At MSBU, we are currently seeking a dedicated Backend Developer with a specialization in Python to join our team. The role is pivotal in enhancing our ability to deliver cutting-edge solutions and maintain our position as a leader in the IT recruitment space. As a Backend Python Developer, you will be responsible for designing, developing, and maintaining scalable backend systems that power our recruitment platforms. Your work will involve collaborating closely with frontend developers, data scientists, and product managers to ensure seamless integration and functionality. Additionally, you will be involved in optimizing database queries, ensuring efficient data processing, and contributing to the development of new features that enhance user experience. 
 
 To excel in this role, we seek candidates who possess a Bachelor’s degree and have between 3 to 5 years of relevant experience. Essential skills include proficiency in MySQL, PostgreSQL, Python, Microsoft SQL Server, and PHP. We value a candidate who can demonstrate a strong understanding of backend architecture, database design, and server-side logic. Experience with cloud-based technologies and familiarity with agile development methodologies would be an added advantage. If you are passionate about technology, enjoy problem-solving, and thrive in a dynamic environment, we encourage you to apply. At MSBU, we offer a collaborative and supportive work culture where your talents can flourish.","MSBU was founded in 2019 as a specialist of on-demand IT staffing & recruitment services. Our competitive advantages lie in our SLA commitment, ‘Client & Candidate Success’ oriented, and our recruitment model powered by a Crowdsourcing Ecosystem has been proven through our exemplary track record in filling the most challenging IT positions for startup and enterprise clients alike. Our expertise in tech recruiting within the area of Software, Mobile, Data, Infrastructure, Cybersecurity Product + UX, and Functional results in a high-satisfaction of consultative approach for both our clients and candidates. 
 We’re also the proud creators of the Freelance Tech Recruiter Community (FRC), our crowdsourcing tech recruitment  ecosystem that connects over 250 tech recruiters  to meet, learn, and earn amazing rewards.","medical coverage, bpjs tenaga kerja insurance and health, thr financial benefits",True,https://glints.com/id/opportunities/jobs/backend-python/a195fc01-802c-4652-9477-7f9230a93e87,php mysql python microsoft sql server postgresql
Junior Programmer Backend (Laravel),Graphic Design,FULL_TIME,Backend Developer,2026-03-10T13:30:24.639Z,2026-04-10,maxximum,https://www.maxximum.id/#about-section,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/1a8386227ea18ac6b00094a1f5495226.jpg,"Komp. Perumahan Lapan No.4, Pasirkaliki, Kec. Cimahi Utara, Kota Cimahi, Jawa Barat 40514",Cimahi,Jawa Barat,ID,-6.8625,107.55083,2000000.0,3000000.0,IDR,MONTH,"berpikir kritis, Teamwork, Kemampuan Menyesuaikan Diri, Time Management",12.0,high school,"Kualifikasi: 
 Memahami dasar-dasar Laravel dan/atau JavaScript / vuejs / react dll. 
 Menguasai basic pemrograman web (HTML, CSS, PHP, atau lainnya). 
 TIDAK ADA MINIMAL PENDIDIKAN 
 Mampu bekerja sama memiliki keinginan kuat untuk belajar dan mampu bekerja dibawah tekanan. 
 Fresh graduate sangat diterima. 
 Mampu berkerja On-site 
 
 
 Tugas dan Tanggung Jawab: 
 Membantu pengembangan proyek menggunakan Laravel dan JavaScript. 
 Menyelesaikan tugas sederhana seperti debugging, pengujian, dan pembuatan fitur. 
 Mendokumentasikan hasil kerja sesuai panduan tim. 
 Berkolaborasi dengan tim untuk menyelesaikan proyek tepat waktu. 
 
 Lokasi Kerja: 
 Cimahi, dekat Gateway Pasteur.",Digital Content Consultant,"thr financial benefits, work station, loans, near public transport work environment and facilities, perform bonus financial benefits, career growth",True,https://glints.com/id/opportunities/jobs/junior-programmer-backend-(laravel)/2a0d8a43-43bb-4211-8f1c-dc2801221bbc,pikir kritis teamwork mampu sesuai time management
Java Developer - Springboot,Manufacturing,CONTRACTOR,Backend Developer,2026-04-06T02:55:57.759Z,2026-05-07,PT. Kreasi Nusa Studio (KNS Group),https://www.kns-archipelago.com/,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/272ccc045aea55004deb8c59879da34a.jpg,"Jl. BDN Raya No.7A, Cipete Sel., Kec. Cilandak, Kota Jakarta Selatan, DKI Jakarta 12410",Jakarta Pusat,DKI Jakarta,ID,-6.20556,106.81111,8000000.0,11000000.0,IDR,MONTH,"Microsoft SQL Server, Spring Framework, Spring Boot, MongoDB, PostgreSQL, MySQL, Java, Python",60.0,bachelor degree,"Responsibilities: 
 • Assist in the development of Java-based applications by writing clean, maintainable, and efficient code. 
 • Collaborate with senior developers to design, implement, and test software solutions. 
 • Debug and resolve software defects and issues. 
 • Write unit tests to ensure code quality and system stability. 
 • Participate in code reviews to learn and adhere to best practices. 
 • Work with databases and integrate them into applications. 
 • Assist in optimizing application performance. 
 • Contribute to documentation of system architecture, design, and code. 
 • Continuously learn and stay up-to-date with Java technologies and development trends. 
 
 Requirements: 
 • Diploma / Bachelor’s degree in Computer Science, Software Engineering, or a related field, or equivalent experience. 
 • Familiar with English language. 
 • Familiarity with Java programming language and object-oriented design principles. 
 • Minimum 3+ year of experience with Java 17 frameworks (e.g., Spring, Hibernate) is a plus. 
 • Prefer Experienced did some projects from Banking / Payment Gateway Industry. 
 • Basic understanding of database management systems (SQL, MySQL, PostgreSQL, etc.). 
 • Ability to write and maintain unit tests (e.g., JUnit). 
 • Strong analytical and problem-solving skills. 
 • Good communication skills and ability to work in a team environment. 
 • Familiarity with version control systems (e.g., Git).","KNS Group is a professional office interior design and construction company that focus on providing a full scale fit out services from scratch to completion. 
 
Over the last 7 years we have been helping our local and multinational clients to design, plan, manage and execute their fit-out projects. Ranging from commercial office, showroom, retail, laboratory and warehouse. 
 
Our clients will be appointed a dedicated consultant and team of experts who will assess the space and develop design plan that works for their organization now and well into the future. Our team will manage the entire project, budget and speed of delivery to ensure our client receive the most efficient and cost- effective project solution.","bpjs tenaga kerja insurance and health, thr financial benefits, medical coverage",True,https://glints.com/id/opportunities/jobs/java-developer---springboot/e79f649e-f17c-4d3f-aa48-4c10fa6d6be4,microsoft sql server spring framework spring boot mongodb postgresql mysql java python
Golang Developer - Banking Syariah,Information Technology and Services,CONTRACTOR,Backend Developer,2026-02-16T04:34:13.321Z,2026-05-09,PT Sigma Global Teknologi,https://www.sigma-tech.co.id,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3aba5816b8ecfbb79a395592af581035.png,"Sona Topas Tower Lt. 12, Jl. Jend. Sudirman, RT.4/RW.2, Kuningan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920",Jakarta Selatan,DKI Jakarta,ID,-6.21944,106.82917,10900000.0,11300000.0,IDR,MONTH,"Microsoft SQL Server, PostgreSQL, Amazon Web Services (AWS), Google Cloud Platform, Go / Golang",36.0,bachelor degree,"Qualification : 
 1. Pengalaman minimal 3 tahun sebagai Software Developer dan 3 tahun sebagai Software Developer Analyst. 
 2. Kemampuan komunikasi yang baik 
 3. Problem Solving & Critical Thinking untuk menganalisa rootcause dari kendala. 
 4. Terbuka untuk mempelajari teknologi baru  
 5. Menguasai tools versioning GitLab  
 6. Menguasai bahasa pemrograman Golang 
 7. Menguasai database SQL Server, My SQL, Postgre, MonggoDB  
 8. Mengenal environment cloud infrastructure GCP, AWS 
 9. Menguasai sistem operasi Window dan Linux 
 10. Memahami konsep CI/CD deployment  
 
 Jobdesc: 
 1.  Pengembangan aplikasi sesuai dengan perencanaan. 
 2.  Membuat/ mereview dokumen cetak biru aplikasi (FSD) sebagai acuan teknis dalam pengembangan aplikasi. 
 3.  Membuat/ mereview dokumen teknis implementasi ke area production atas software yang telah dikembangkan dan lulus uji coba. 
 4.  Membantu problem-solving temporary workaround dan maupun permanent solution untuk kendala aplikasi pada Insiden Production. 
 5.  Menjaga waktu penyelesaian Insiden Production dapat memenuhi SLA standar layanan IT. 
 6.  Kolaborasi dengan developer dari unit lain untuk mencapai tujuan akhir proyek. 
 7.  Me-maintain source code aplikasi-aplikasi yang ditentukan","SIGMATECH is the enterprise technology partner of choice for software development, delivering a broad range of web, mobile, and desktop controls coupled with a service-oriented approach throughout the entire application life cycle. 
 SIGMATECH consists of highly skilled developers specializing in agile development methodology, focusing on Mobile & Web Solution, IT Services and business enterprise, utilizing modern programming languages as our platform. SIGMATECH has established itself as the trusted partner for use in mission-critical applications and service clientele from global insurance companies, government agencies and large consumer product manufacturers. 
 Our Vision : 
 To be the most reputable and dependable growth solution partner both for IT Professional Talents and Client's Businesses worldwide 
 Our Mission : 
 To be the most reputable and dependable growth solution partner both for IT Professional Talents and Client's Businesses worldwide 
 To be the most reputable and dependable growth solution partner both for IT Professional Talents and Client's Businesses worldwide","work station, near public transport work environment and facilities",True,https://glints.com/id/opportunities/jobs/golang-developer---banking-syariah/66293b50-7ba4-4b8f-b6ce-f1fc150083c6,microsoft sql server postgresql amazon web services aws google cloud platform go golang
PHP Developer,Information Technology and Services,CONTRACTOR,Backend Developer,2026-02-18T04:05:41.046Z,2026-05-01,PT Safepedia Global Teknologi,http://www.safepedia.co,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/5a8c88f185b01726d104663301ae16d1.png,Jl. Tebet Timur Dalam VI No.3,Jakarta Selatan,DKI Jakarta,ID,-6.22917,106.85139,6000000.0,11000000.0,IDR,MONTH,"Web Development, Software Development, Backend Development",12.0,bachelor degree,"Job Descriptions: 
 
 Membangun perangkat lunak yang kuat dan skalabel dengan membangun fitur baru, debugging, dan mengoptimalkan aplikasi. 
 Menulis kode bersih untuk mengembangkan aplikasi web fungsional. 
 Berkolaborasi dengan pengembang front-end untuk mengintegrasikan elemen yang terlihat oleh pengguna dengan logika sisi server. 
 Mengembangkan dan mengusulkan produk atau fitur baru dengan memantau industri. 
 Bekerja sama dengan desainer, manajer produk, dan administrator sistem untuk mengidentifikasi dan membangun fitur baru. 
 
 
 Job Requirements: 
 
 Pendidikan minimal S1 Ilmu komputer/ Sistem Informasi/ Informasi teknologi. 
 Pengalaman minimal 1 tahun di bidang yang sama. 
 Pengetahuan dan pengalaman yang kuat dalam back-end (tergantung pada apa yang dicari perusahaan Anda, misalnya Ruby / Python / PHP / Java, dll.) 
 Familiaritas dengan database seperti MySQL, SQL, SERVER. 
 Pengalaman dengan Linux/Unix dan manajemen server. 
 Memiliki sertifikasi BNSP atau sertifikasi resmi dari instansi pemerintahan terkait pengembangan perangkat lunak (syarat wajib).","Safepedia, sebagai salah satu penyedia jasa implementasi untuk Tools HSE atau K3 di Indonesia yang sudah mengikuti standarisasi ISO 3001 yang sudah siap pakai dan aplikasi ini juga siap untuk di integrasikan dengan aplikasi lain, device lain dan bisa disesuaikan dengan arsitektur system yang sudah ada. 
 Tidak hanya HSE atau K3 saja, ada beberapa jasa IT lainnya yang bisa kami bantu, seperti Internet of Thing (IOT), Artificial Intelligence, Business Intelligence.","career growth, thr financial benefits, free food and beverages, near public transport work environment and facilities, professional development",True,https://glints.com/id/opportunities/jobs/php-developer/a7326a6e-b701-4215-8f89-405f93629d98,web development software development backend development
Front-end Developer,Import and Export,FULL_TIME,Frontend Developer,2026-04-06T04:05:18.202Z,2026-05-07,PT. Paninti Hub Indonesia,http://www.paninti.com,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/959b9366d968bd4cfb9a0a44ad3833bb.jpg,"Rukan Sentra Bisnis Artha Gading, Blok A7B No. 18, Jl. Boulevard Artha Gading RT 18, Kel, RT.18/RW.8, West Kelapa Gading, Kelapa Gading, North Jakarta City, Jakarta 14240",Bandung,Jawa Barat,ID,-6.925,107.57083,4000000.0,5000000.0,IDR,MONTH,"Frontend Development, JavaScript, Vue.js, CSS, Front-End Architecture",12.0,high school,"We are looking for programmers with a keen eye for design for the position of Front End Developer. Front-end Developers are responsible for ensuring the alignment of web design and user experience requirements, optimizing web pages for maximum efficiency, and maintaining brand consistency across all web pages, among other duties. 
 
 You will work in a cross-functional team environment and will always interact with other team members with different backgrounds from one another. Everyone is encouraged to express ideas, goals, influence others, and continue to improve. There is no limit to self-improvement and innovation to support the skills you have. 
 
 Job Descriptions: 
 
 Develop new user interface features that meet the requirement of UI/UX design 
 Building clean and reusable code for future use 
 Applying web design principles and being responsible for responsive display across multiple designs 
 Integrate data that is provided by Back-end Developer and display it on the application 
 Striking a balance between functional and aesthetic design 
 Optimizing web pages for maximum speed and scalability 
 Maintaining brand consistency throughout the design 
 Developing features to enhance the user experience 
 
 
 Requirements: 
 
 Age max. 30 years 
 Education min. SMK/D3/S1 informatics engineering/information systems or other relevant majors 
 Fresh Graduate Welcome 
 Mastering HTML5, CSS3 and Javascript, vue.js and nuxt.js 
 Knowledge and experience with CSS Frameworks like Element-UI, Bootstrap, etc. 
 Knowledge and experience with CSS Preprocessor (SCSS/SASS), Node, NPM (Task Automation and Front-end Package Management), SEO, and accessibility principles 
 Knowledge and experience with RESTful API systems and know how to use them 
 Knowledge and experience with Git Workflow or other similar versioning systems 
 Have in-depth knowledge of Agile methodology 
 Must have strong analytical and problem solving skills 
 Having good communication, negotiation, professional and interpersonal skills 
 willing to work outside the city","Paninti was born out of hesitation and concern on overflooding of information in the era of Digitalization. Paninti stands for Parenting Ingenuity, our goal is to give insight, knowledge, information to make better decisions in life including purchasing decisions. Digitalization is at its speed allowing the transfer of matters not like in the previous years. We want to help clarify and become the catalyst in this overflooding world to make a better future for humanity.","vacation and leaves, thr financial benefits, medical coverage",True,https://glints.com/id/opportunities/jobs/front-end-developer/59f83f04-990f-4018-ac1a-d1f4527fdd79,frontend development javascript vuejs css frontend architecture
